Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|MagMod|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
400|09:01.8|-36.53692855|144.7134148|44.65|20.64|36.39|9.73|-43.99|57.91|332.177|49.287|309.865|0.014|0.042|0.025
401|09:12.2|-36.10496672|145.3111372|44.45|20.59|36.74|9.99|-43.5|57.81|333.121|48.368|310.835|0.02|0.041|0.027
402|09:22.7|-35.66945967|145.9020275|44.61|19.87|36.94|10.07|-42.95|57.54|332.46|49.266|310.692|0.017|0.044|0.03
403|09:33.2|-35.23030306|146.4864648|44.43|20.8|37.12|10.21|-42.71|57.50|331.565|49.771|309.163|0.017|0.044|0.024
404|09:43.6|-34.78702847|147.0652785|44.2|20.47|37.51|10.7|-42.51|57.69|330.65|49.03|309.89|0.018|0.041|0.026
405|09:54.1|-34.34108181|147.6368132|44.18|20.39|37.74|10.46|-42.53|57.81|330.412|48.654|309.41|0.015|0.041|0.025
406|10:04.6|-33.89187104|148.2020809|44.36|21.7|38.03|10.36|-42.55|58.00|332.1|48.335|309.676|0.018|0.042|0.026
407|10:15.1|-33.43894968|148.7618504|44.47|20.8|38.19|10.68|-42.24|57.94|332.819|48.934|309.346|0.018|0.041|0.027
408|10:25.6|-32.98421244|149.3140252|44.98|20.47|38.43|10.74|-41.66|57.69|333.476|50.031|309.781|0.016|0.042|0.027
409|10:36.0|-32.52623931|149.86058|45.07|20.9|38.83|11.15|-41.34|57.80|333.14|50.211|308.68|0.021|0.041|0.029
410|10:46.5|-32.06501184|150.4017328|44.43|21|39.26|10.91|-40.95|57.77|332.482|48.959|309.934|0.016|0.042|0.025
411|10:57.0|-31.6015152|150.936544|44.41|21.33|39.54|10.87|-40.53|57.66|333.716|48.878|310.412|0.019|0.041|0.027
412|11:07.5|-31.1350292|151.4660606|44.38|22.2|39.65|10.87|-40.24|57.53|333.073|47.563|310.057|0.015|0.042|0.026
413|11:18.0|-30.6664906|151.9894322|44.18|20.9|39.93|10.92|-39.92|57.51|333.638|48.295|310.386|0.013|0.042|0.027
414|11:28.5|-30.19491999|152.5079568|44.7|21.61|40.15|11.13|-39.64|57.51|333.833|49.197|310.767|0.021|0.041|0.026
415|11:38.9|-29.72100499|153.0210669|44.47|22.33|40.69|11.34|-38.87|57.40|334.839|49.652|311.807|0.014|0.041|0.029
416|11:49.4|-29.24488649|153.5288125|44.59|20.05|40.71|11.25|-38.59|57.21|334.378|48.905|312.706|0.02|0.042|0.026
417|11:59.9|-28.76632053|154.0316461|44.77|21.02|41.19|11.3|-38.38|57.42|335.029|48.981|313.767|0.015|0.042|0.029
418|12:10.4|-28.28584048|154.5291995|44.89|20.96|41.54|11.33|-37.93|57.38|336.011|48.597|314.836|0.017|0.042|0.028
419|12:20.9|-27.80262661|155.0225008|44.5|20.43|41.85|11.32|-37.44|57.28|335.279|48.499|314.785|0.014|0.041|0.028
420|12:31.4|-27.31737364|155.511011|44.25|20.97|42.18|11.42|-37.05|57.29|335.889|48.214|315.383|0.021|0.041|0.031
421|12:41.8|-26.8303625|155.9946325|44.25|21.47|42.41|11.64|-36.18|56.95|336.008|49.458|315.566|0.018|0.041|0.027
422|12:52.3|-26.34138841|156.4737488|44.47|21.69|42.55|11.67|-36.16|57.05|335.782|50.13|315.004|0.013|0.042|0.029
423|13:02.8|-25.84980491|156.9491512|44.45|20.53|43|11.62|-36.03|57.29|336.221|50.186|315.244|0.014|0.04|0.027
424|13:13.3|-25.35710562|157.419564|44.72|21.24|43.2|11.57|-35.33|56.99|338.712|51.356|314.939|0.016|0.041|0.026
425|13:23.8|-24.86167841|157.886688|44.66|20.57|43.61|11.62|-34.8|56.99|339.381|51.665|315.449|0.014|0.042|0.028
426|13:34.3|-24.36526593|158.3490386|44.47|20.9|43.71|11.76|-34.09|56.67|340.214|52.532|316.387|0.02|0.042|0.026
427|13:44.7|-23.86757534|158.8070669|44.22|20.46|44.13|11.85|-33.55|56.69|340.285|53.77|316.15|0.019|0.041|0.027
428|13:55.2|-23.36722634|159.2621884|44.4|20.75|44.19|11.85|-33.18|56.52|340.763|55.131|316.793|0.013|0.042|0.027
429|14:05.7|-22.8655844|159.7133021|44.17|20.25|44.65|12.24|-33.12|56.92|340.181|54.646|316.117|0.021|0.041|0.029
430|14:16.2|-22.36251023|160.1606892|44.66|20.08|44.89|12.33|-32.79|56.94|340.773|52.548|317.473|0.015|0.041|0.027
431|14:26.7|-21.8577435|160.6047266|44.97|20.87|45.19|12.99|-32.22|57.00|340.558|52.965|318.489|0.022|0.04|0.028
432|14:37.2|-21.35119073|161.0456333|44.72|21.47|45.41|12.68|-31.63|56.77|339.748|52.067|318.356|0.015|0.042|0.026
433|14:47.6|-20.84345538|161.4830239|44.17|22.46|45.48|12.52|-30.87|56.37|339.339|52.703|318.288|0.021|0.041|0.027
434|14:58.1|-20.33420214|161.9173272|45|21.5|45.73|12.43|-30.44|56.32|339.6|51.523|319.822|0.016|0.041|0.028
435|15:08.6|-19.82433576|162.3479149|44.43|19.63|46.02|12.29|-30.23|56.42|340.034|51.323|320.111|0.016|0.042|0.028
436|15:19.1|-19.31243959|162.7761168|44.38|22.02|46.26|12.05|-29.83|56.35|340.079|52.452|321.286|0.017|0.041|0.027
437|15:29.6|-18.79963894|163.2011181|44.29|21.74|46.64|12|-29.3|56.37|340.851|52.52|322.806|0.014|0.041|0.028
438|15:40.0|-18.28531941|163.6235576|44.08|20.87|46.82|12.36|-28.58|56.23|340.909|53.642|322.682|0.019|0.041|0.027
439|15:50.5|-17.77021934|164.0429566|44.4|20.74|46.9|12.57|-28.54|56.32|341.386|52.766|324.746|0.014|0.042|0.024
440|16:01.0|-17.25402008|164.4597038|45.02|19.9|46.99|12.73|-28.49|56.41|341.334|52.671|325.154|0.018|0.041|0.028
441|16:11.5|-16.73612523|164.8743979|44.22|21.2|47.24|12.66|-28.06|56.38|341.034|52.275|324.731|0.016|0.042|0.026
442|16:22.0|-16.21726505|165.28657|44.36|20.13|47.21|12.56|-27.47|56.05|341.264|51.659|325.638|0.021|0.041|0.026
443|16:32.5|-15.69774397|165.6961019|44.33|21.65|47.42|12.44|-26.43|55.70|341.177|52.964|326.097|0.019|0.041|0.026
444|16:43.0|-15.17648047|166.10396|45.05|20.84|47.56|12.85|-25.93|55.67|341.98|53.501|325.886|0.022|0.041|0.027
445|16:53.4|-14.65437379|166.509551|44.22|20.05|47.76|13.04|-25.58|55.73|343.011|54.674|325.888|0.022|0.042|0.027
446|17:03.9|-14.13102293|166.9132991|44.36|20.93|48.12|13.19|-25.05|55.83|343.093|55.013|326.165|0.018|0.042|0.026
447|17:14.4|-13.60673839|167.3150747|44.98|20.83|48.26|13.29|-24.74|55.84|342.208|55.814|325.195|0.021|0.042|0.027
448|17:25.0|-13.08100547|167.715379|44.34|20.86|48.31|13.46|-24.35|55.75|342.956|55.484|325.266|0.014|0.041|0.026
449|17:35.5|-12.55420121|168.1140291|45.07|20.19|48.34|13.38|-23.7|55.47|342.951|55.263|324.805|0.016|0.041|0.026
450|17:46.0|-12.02687979|168.510715|44.11|20.78|48.37|13.41|-23.03|55.23|343.857|55.245|326.837|0.017|0.041|0.027
451|17:56.5|-11.49917757|168.905446|44.27|19.64|48.54|13.55|-22.64|55.25|345.831|54.135|327.881|0.02|0.041|0.027
452|18:07.0|-10.97030381|169.2989196|44.38|20.86|48.86|13.52|-22.01|55.27|346.896|53.791|329.531|0.017|0.042|0.025
453|18:17.5|-10.44071786|169.6908967|44.49|20.87|49.12|13.31|-21.51|55.25|345.63|54.247|329.576|0.018|0.04|0.025
454|18:28.0|-9.910434684|170.08147|44.43|20.72|49.37|13.17|-20.86|55.19|345.74|55.179|330.272|0.02|0.041|0.027
455|18:38.6|-9.379122823|170.4709849|44.84|20.95|49.53|13.48|-20.3|55.20|344.011|56.342|330.588|0.021|0.041|0.028
456|18:49.1|-8.846160106|170.859993|44.24|20.41|49.47|13.76|-19.89|55.07|344.361|57.014|330.509|0.014|0.041|0.03
457|18:59.7|-8.313095363|171.2474628|44.79|20.32|49.6|13.63|-19.5|55.01|344.069|57.952|330.303|0.022|0.041|0.025
458|19:10.2|-7.778462999|171.6345588|45.05|21.35|49.92|13.86|-18.48|55.01|343.261|58.389|330.434|0.016|0.041|0.027
459|19:20.8|-7.243789227|172.0202741|44.4|19.9|49.94|14|-17.64|54.78|343.251|57.203|331.552|0.018|0.04|0.026
460|19:31.3|-6.708533676|172.4051001|44.41|20.73|49.94|14.07|-17.28|54.69|342.368|56.892|332.163|0.019|0.041|0.028
461|19:41.9|-6.173372499|172.7886512|44.86|21|49.85|14.02|-16.81|54.44|341.921|57.3|332.998|0.02|0.041|0.029
462|19:52.4|-5.636902359|173.1720307|44.45|19.36|49.96|13.91|-16.38|54.39|341.435|56.694|333.522|0.019|0.041|0.022
463|20:03.0|-5.100476656|173.5543681|44.45|22.58|50.3|13.92|-15.82|54.54|340.451|56.129|333.675|0.021|0.041|0.029
464|20:13.5|-4.563365435|173.9362818|44.56|19.76|50.03|14.03|-15.07|54.10|340.368|56.899|332.25|0.016|0.041|0.03
465|20:24.1|-4.026515355|174.3171962|44.36|20.33|50.08|14.26|-14.58|54.07|339.908|58.393|332.862|0.016|0.042|0.027
466|20:34.7|-3.489288476|174.6976619|45|20.78|50.22|14.38|-14.14|54.12|339.931|58.027|334.391|0.019|0.042|0.025
467|20:45.2|-2.95214435|175.07745|44.2|20.69|50.54|14.64|-13.53|54.33|339.858|57.922|332.977|0.018|0.042|0.025
468|20:55.7|-2.41499998|175.4567161|45.04|20.9|50.59|14.6|-12.97|54.23|339.763|57.37|332.225|0.014|0.041|0.026
469|21:06.3|-1.876551301|175.8364754|44.34|20.41|50.56|14.54|-12.17|54.00|340.324|58.005|332.233|0.02|0.041|0.025
470|21:16.9|-1.337401714|176.2163965|45|20.99|50.65|14.6|-11.87|54.03|338.719|57.808|331.211|0.02|0.04|0.027
471|21:27.4|-0.799715345|176.5950509|44.36|21.21|50.73|14.72|-10.92|53.94|337.941|58.56|333.085|0.016|0.042|0.027
472|21:38.0|-0.261385496|176.9740184|44.22|20.89|50.95|14.88|-10.32|54.07|338.804|56.661|335.677|0.019|0.041|0.027
473|21:48.6|0.27796358|177.3536585|44.75|20.08|50.92|14.91|-9.91|53.98|338.007|55.748|337.066|0.016|0.043|0.026
474|21:59.1|0.815738857|177.7322415|44.34|19.79|50.93|14.94|-9.13|53.86|337.341|54.177|335.287|0.014|0.042|0.027
475|22:09.7|1.353667744|178.1110786|44.29|20.93|50.9|15.09|-8.51|53.77|337.66|54.537|336.551|0.017|0.042|0.028
476|22:20.2|1.89176609|178.4902765|44.34|20.79|50.83|14.93|-8.28|53.62|338.274|56.483|336.461|0.017|0.041|0.027
477|22:30.8|2.429511723|178.8695629|44.93|20.63|50.88|15.01|-7.84|53.62|338.511|56.624|335.507|0.018|0.042|0.027
478|22:41.3|2.967071156|179.2491506|44.38|21.03|51.17|15.04|-7.68|53.88|338.607|56.961|336.511|0.02|0.042|0.026
479|22:51.9|3.505060313|179.6295711|44.27|20.79|51.08|15.02|-7.06|53.71|338.283|55.671|336.178|0.02|0.042|0.027
480|23:02.4|4.041961867|-179.9901526|45|20.84|51.14|15.07|-6.5|53.71|338.889|56.705|336.51|0.017|0.042|0.026
481|23:13.0|4.578999682|-179.6090581|44.88|20.6|51.12|15.06|-5.9|53.62|338.768|55.236|337.54|0.014|0.042|0.027
482|23:23.6|5.116756752|-179.2266317|44.88|21.68|51|15.14|-5.88|53.52|338.039|54.726|337.533|0.024|0.041|0.026
483|23:34.1|5.653221123|-178.8442066|44.38|20.83|51.04|15.13|-5.53|53.52|337.244|55.073|337.815|0.015|0.042|0.028
484|23:44.7|6.189918703|-178.4605981|44.15|22.1|50.98|14.74|-4.84|53.29|337.42|54.068|338.583|0.02|0.041|0.029
485|23:55.2|6.726587446|-178.075892|44.91|21.02|50.71|14.7|-4.37|52.98|337.457|53.793|338.341|0.02|0.041|0.026
486|24:05.8|7.262153989|-177.6907596|44.2|20.29|50.56|14.67|-3.66|52.77|336.806|54.127|337.627|0.02|0.04|0.028
487|24:16.3|7.797518922|-177.3044549|44.91|20.93|50.62|14.75|-3.15|52.82|336.933|53.953|338.067|0.021|0.041|0.028
488|24:26.9|8.332750053|-176.9168262|44.04|20.46|50.75|14.82|-2.56|52.93|336.616|52.593|338.996|0.014|0.041|0.028
489|24:37.5|8.86716291|-176.5282676|44.09|20.55|50.74|14.98|-1.69|52.93|337.412|52.832|339.109|0.015|0.04|0.028
490|24:48.0|9.400651469|-176.1387571|44.33|21.66|50.57|14.96|-1.53|52.76|337.688|51.899|340.388|0.02|0.041|0.028
491|24:58.5|9.933474725|-175.7480048|44.4|20.64|50.69|15.11|-1.12|52.91|336.254|51.034|340.579|0.016|0.041|0.025
492|25:09.1|10.46657235|-175.3552137|44.13|21.11|50.58|14.9|-0.58|52.73|335.492|49.562|340.493|0.014|0.042|0.027
493|25:19.6|10.99811645|-174.9616258|44.41|20.94|50.36|15.03|0.01|52.56|334.651|50.797|340.826|0.019|0.041|0.026
494|25:30.2|11.52992312|-174.5657901|44.31|20.57|50.48|15.15|0.98|52.71|334.751|52.076|341.264|0.019|0.041|0.025
495|25:40.8|12.06113578|-174.1682304|44.18|20.78|50.4|15.07|1.4|52.62|334.23|52.805|340.944|0.016|0.043|0.025
496|25:51.3|12.59120865|-173.7692483|44.15|22.33|50.33|15.13|1.44|52.57|334.741|54.229|341.354|0.016|0.041|0.026
497|26:01.9|13.12065773|-173.368347|43.95|21.47|50.1|14.86|2.13|52.30|334.263|55.543|341.313|0.016|0.041|0.027
498|26:12.4|13.64941255|-172.9654668|44.09|21.22|50.17|14.94|2.75|52.42|335.662|54.811|341.815|0.017|0.041|0.029
499|26:23.0|14.17721087|-172.5606945|44.89|20.87|50.18|14.99|2.5|52.43|334.554|55.675|341.094|0.017|0.042|0.026
500|26:33.5|14.70356135|-172.1542982|44.2|20.72|50.31|14.95|2.49|52.54|333.845|54.778|341.625|0.013|0.043|0.028
501|26:44.1|15.23031905|-171.7447236|44.4|21.24|50.25|15.11|2.85|52.55|334.759|54.112|342.833|0.02|0.039|0.027
502|26:54.6|15.75510674|-171.3336991|44.84|20.83|50.1|15.32|3|52.48|336.156|55.358|342.821|0.019|0.042|0.028
503|27:05.2|16.27907726|-170.92021|44.47|20.24|50.07|15.33|3.41|52.48|335.022|55.803|342.087|0.014|0.041|0.026
504|27:15.7|16.8024649|-170.5039448|44.13|22|49.95|15.38|3.9|52.41|335.637|55.344|342.897|0.018|0.042|0.026
505|27:26.3|17.32438375|-170.0854849|44.38|20.72|49.7|15.39|4.23|52.20|336.144|54.347|344.065|0.015|0.042|0.028
506|27:36.8|17.84585563|-169.6638836|45.04|20.69|49.63|15.45|4.72|52.19|336.277|54.397|344.831|0.013|0.042|0.028
507|27:47.4|18.36540933|-169.2402047|44.43|20.89|49.49|15.47|5.2|52.11|337.115|55.039|344.609|0.016|0.041|0.025
508|27:57.9|18.88421014|-168.8133726|44.38|22.99|49.41|15.52|5.74|52.11|336.524|54.67|345.542|0.017|0.041|0.026
509|28:08.5|19.40193879|-168.3835123|44.5|21.54|49.32|15.49|5.91|52.03|337.223|54.643|346.133|0.013|0.041|0.028
510|28:19.1|19.91877901|-167.9503315|44.4|21.25|49.38|15.5|6.39|52.15|336.869|54.998|346.939|0.018|0.041|0.028
511|28:29.6|20.43372939|-167.5145357|44.97|19.7|49.16|15.56|6.92|52.03|337.139|55.549|347.471|0.016|0.041|0.027
512|28:40.2|20.94900238|-167.0741001|44.59|20.37|48.99|15.55|7.2|51.90|338.544|56.504|347.111|0.02|0.041|0.027
513|28:50.7|21.4607464|-166.6321816|44.24|20.85|48.89|15.42|7.7|51.84|338.396|55.011|349.12|0.015|0.039|0.027
514|29:01.3|21.97028803|-166.1875301|44.34|20.95|49.12|15.33|8.53|52.16|338.306|55.598|349.435|0.014|0.04|0.025
515|29:11.8|22.47862602|-165.7391352|44.09|20.65|49.13|15.32|8.71|52.20|337.284|55.796|350.001|0.017|0.042|0.026
516|29:22.4|22.98665224|-165.2860403|44.13|22.31|48.97|15.5|8.94|52.14|336.57|56.222|349.473|0.021|0.041|0.026
517|29:32.9|23.49328489|-164.8290373|44.88|21.72|48.93|15.25|8.94|52.03|337.138|56.109|349.893|0.018|0.042|0.028
518|29:43.5|23.99745108|-164.3689491|44.43|19.63|48.95|15.24|9.24|52.09|337.871|56.85|350.293|0.018|0.041|0.03
519|29:54.0|24.50021043|-163.9046597|44.56|20.91|48.83|15.31|9.48|52.04|337.786|55.794|352.234|0.018|0.042|0.029
520|30:04.6|25.00175277|-163.4358196|44.33|20.93|48.64|15.45|10.1|52.02|339.226|56.764|353.024|0.022|0.041|0.029
521|30:15.1|25.50111416|-162.9631631|44.31|20.76|48.32|15.75|10.43|51.88|339.94|56.408|352.591|0.021|0.041|0.027
522|30:25.7|25.99816058|-162.4866649|44.38|21.08|48.28|15.86|10.48|51.89|340.185|55.976|352.51|0.015|0.042|0.026
523|30:36.2|26.49375891|-162.0053233|44.25|21.35|48.39|15.54|10.83|51.97|339.518|55.774|352.424|0.015|0.041|0.028
524|30:46.8|26.98713793|-161.5197093|44.13|21.37|48.31|15.17|10.82|51.78|338.075|54.936|352.984|0.015|0.042|0.03
525|30:57.4|27.47899831|-161.0289503|44.17|20.7|48.26|15.32|11.16|51.85|339.542|55.737|354.47|0.019|0.042|0.028
526|31:07.9|27.96852306|-160.5336744|44.41|20.82|48.52|15.2|11.71|52.18|340.174|52.444|354.972|0.018|0.04|0.028
527|31:18.5|28.45537069|-160.0340584|44.38|20.82|48.32|15.42|12.28|52.19|339.602|51.978|356.485|0.012|0.041|0.029
528|31:29.0|28.94125058|-159.5281428|44.29|19.65|48.18|15.82|12.59|52.25|339.855|53.368|356.823|0.02|0.04|0.028
529|31:39.6|29.42400512|-159.0179717|44.04|22.19|48.11|15.77|13|52.27|339.61|53.481|356.269|0.02|0.041|0.029
530|31:50.1|29.9042833|-158.502685|44.82|20.92|48.2|15.73|13.67|52.51|339.325|54.568|356.81|0.021|0.041|0.026
531|32:00.7|30.38235614|-157.9817885|44.04|20.95|48.15|15.53|14.06|52.51|339.417|53.707|358.924|0.02|0.042|0.026
532|32:11.2|30.85792217|-157.4554005|44.08|20.36|47.97|15.62|14.29|52.43|339.932|56.089|359.405|0.019|0.042|0.025
533|32:21.8|31.33268104|-156.9213827|44.86|21.08|47.85|15.84|14.55|52.46|339.479|53.877|359.657|0.016|0.041|0.026
534|32:32.4|31.80258193|-156.3840896|44.66|20.66|47.98|15.69|15.34|52.76|338.908|55.135|359.04|0.02|0.041|0.031
535|32:42.9|32.27012749|-155.8404929|44.31|19.68|47.83|15.61|15.58|52.67|339.168|53.502|1.023|0.02|0.041|0.024
536|32:53.5|32.73468544|-155.2911006|44.08|20.67|47.88|15.67|15.75|52.78|338.92|54.689|1.677|0.015|0.043|0.029
537|33:04.0|33.19649544|-154.7354042|44.75|21.31|47.62|15.84|16.07|52.70|339.418|53.869|3.223|0.015|0.041|0.026
538|33:14.6|33.65589037|-154.1727496|44.75|20.92|47.76|15.82|16.29|52.88|338.502|54.003|2.71|0.019|0.042|0.024
539|33:25.2|34.11181089|-153.604194|44.33|19.87|47.8|15.69|16.55|52.96|338.37|54.109|3.955|0.018|0.041|0.026
540|33:35.7|34.56438197|-153.029362|44.06|20.5|47.79|15.7|16.97|53.09|337.815|53.536|4.878|0.013|0.042|0.026
541|33:46.2|35.01375368|-152.4478243|44.54|20.17|47.57|15.72|16.87|52.86|336.876|52.87|4.824|0.021|0.04|0.025
542|33:56.8|35.46036359|-151.8587429|44.22|19.37|47.69|15.71|17.5|53.17|336.972|53.688|4.903|0.016|0.042|0.025
543|34:07.3|35.90274315|-151.2638102|44.89|20.26|47.56|15.68|17.97|53.20|336.866|54.116|5.828|0.014|0.041|0.023
544|34:17.9|36.34285615|-150.6601076|44.01|20.7|47.41|15.68|18.26|53.17|336.358|53.467|4.77|0.018|0.041|0.028
545|34:28.5|36.77911282|-150.0495098|44.06|20.82|47.23|15.57|19.07|53.26|336.881|53.103|6.468|0.013|0.042|0.027
546|34:39.0|37.21120101|-149.4322133|44.27|19.79|47.12|15.71|19.06|53.20|337.158|53.871|6.528|0.019|0.041|0.028
547|34:49.6|37.63953974|-148.8073623|44.98|19.07|46.98|15.57|19.31|53.13|337.901|51.283|7.253|0.02|0.041|0.028
548|35:00.1|38.06404608|-148.174792|43.97|20.78|46.93|15.4|19.75|53.19|338.827|51.625|7.234|0.018|0.042|0.027
549|35:10.7|38.48472701|-147.5341942|43.99|20.15|46.94|15.48|19.72|53.22|338.4|50.973|7.827|0.02|0.042|0.029
550|35:21.2|38.90161673|-146.8852003|44.2|21.83|46.72|15.53|19.79|53.06|338.419|51.088|7.881|0.021|0.041|0.025
551|35:31.8|39.31408596|-146.2284867|44.24|20.68|46.76|15.43|20.11|53.19|338.488|50.486|7.85|0.021|0.041|0.022
552|35:42.3|39.72232841|-145.5634475|44.4|20.87|46.63|15.39|20.58|53.24|337.896|50.332|10.11|0.018|0.041|0.027
553|35:52.9|40.12613312|-144.8901128|44.31|21.38|46.43|15.47|21.07|53.28|338.041|50.405|9.295|0.02|0.041|0.025
554|36:03.5|40.52566281|-144.207881|44.25|20.72|46.34|15.84|21.25|53.38|338.079|50.122|10.075|0.02|0.041|0.029
555|36:14.0|40.9202686|-143.5175399|44.18|20.3|46.39|15.63|21.6|53.51|338.239|51.406|9.922|0.021|0.041|0.027
556|36:24.6|41.31023838|-142.8182679|44.73|19.97|46.42|15.58|21.92|53.65|339.139|51.046|10.034|0.022|0.041|0.027
557|36:35.1|41.69512251|-142.1105441|44.27|20.78|46.3|15.62|22.26|53.70|339.551|52.285|10.916|0.02|0.041|0.026
558|36:45.7|42.07516146|-141.3935916|44.17|20.52|46.26|15.66|22.7|53.86|339.07|52.649|11.752|0.02|0.039|0.028
559|36:56.2|42.44998781|-140.6677551|44.63|20.88|46.15|15.61|23.07|53.90|338.578|52.526|10.199|0.019|0.042|0.028
560|37:06.8|42.81982614|-139.9322366|43.99|21.06|46.23|15.21|23.73|54.14|339.13|52.322|10.264|0.02|0.041|0.025
561|37:17.3|43.18396569|-139.1881001|44.25|20.52|46.13|15.31|23.79|54.11|339.577|52.889|10.933|0.021|0.042|0.026
562|37:27.9|43.54252601|-138.4347748|44.68|20.94|45.71|15.04|23.87|53.72|339.51|54.721|12.272|0.012|0.042|0.027
563|37:38.4|43.89554638|-137.6718117|44.15|20.75|45.52|15.2|24.3|53.79|338.965|54.626|11.937|0.015|0.042|0.025
564|37:49.0|44.2430062|-136.8988571|44.82|22.38|45.58|15.44|24.59|54.04|339.552|55.18|12.321|0.014|0.041|0.027
565|37:59.5|44.58430432|-136.116878|44.25|21.01|45.66|15.39|24.89|54.23|340.362|54.908|12.81|0.014|0.041|0.028
566|38:10.1|44.91995848|-135.3242919|43.86|20.85|45.53|15.5|25.92|54.64|338.445|54.812|12.133|0.017|0.042|0.026
567|38:20.7|45.24899322|-134.523022|44.25|20.76|45.3|15.34|26.51|54.68|339.499|54.604|12.866|0.015|0.042|0.026
568|38:31.2|45.57173301|-133.7119353|44.82|23.31|45.23|15.39|26.79|54.78|338.329|53.381|13.916|0.016|0.041|0.027
569|38:41.8|45.88808131|-132.8908701|44.75|21.17|45.16|15.18|26.96|54.74|337.868|52.168|14.602|0.017|0.042|0.027
570|38:52.3|46.19779145|-132.0600645|44.5|21.3|44.92|14.98|27.14|54.58|337.63|51.952|15.659|0.019|0.042|0.027
571|39:02.9|46.50068967|-131.2195963|44.86|20.69|44.59|14.91|27.56|54.50|337.401|51.134|16.449|0.02|0.042|0.028
572|39:13.4|46.79654094|-130.3697448|43.95|19.92|44.58|14.75|27.53|54.43|337.508|51.337|17.619|0.019|0.041|0.028
573|39:24.0|47.08529391|-129.5102835|44.31|20.89|44.45|14.62|27.67|54.36|337.266|52.298|17.5|0.015|0.041|0.028
574|39:34.5|47.36716017|-128.6401341|44.15|19.11|44.1|14.58|27.87|54.17|336.491|51.08|16.997|0.017|0.042|0.028
575|39:45.1|47.64180419|-127.7598467|44.02|20.82|43.9|14.9|28.64|54.49|337.099|52.657|17.102|0.021|0.041|0.026
576|39:55.6|47.90886698|-126.8701492|44.33|21.92|43.85|14.88|28.73|54.49|337.389|52.464|17.019|0.016|0.041|0.026
577|40:06.2|48.16782041|-125.9724955|44.36|20.74|43.64|14.9|29|54.47|338.225|51.842|17.211|0.02|0.04|0.027
578|40:16.7|48.41926826|-125.0644165|44.04|20.2|43.38|14.94|28.47|54.00|338.533|50.43|18.906|0.022|0.041|0.025
579|40:27.3|48.66289885|-124.1465332|44.17|22.96|43.06|14.92|28.64|53.82|338.994|49.542|19.246|0.02|0.042|0.025
580|40:37.9|48.8982832|-123.2200559|43.88|20.09|42.98|15.02|29.06|54.01|337.361|48.383|19.012|0.019|0.041|0.029
581|40:48.4|49.12553658|-122.2841298|44.34|21.14|42.81|14.96|29.21|53.94|337.107|48.38|19.812|0.016|0.042|0.026
582|40:59.0|49.34420033|-121.340266|44.04|22.02|42.58|14.8|29.76|54.02|337.764|49.185|20.366|0.017|0.041|0.024
583|41:09.5|49.55425284|-120.388248|44.36|21.08|42.17|14.68|30.34|53.98|338.199|49.765|20.362|0.02|0.042|0.027
584|41:20.1|49.75589398|-119.4267172|44.43|21.26|41.91|14.68|30.62|53.94|337.337|49.372|20.321|0.021|0.041|0.028
585|41:30.6|49.94864864|-118.4574872|44.7|20.68|41.91|14.63|30.87|54.07|336.238|49.786|20.484|0.021|0.041|0.027
586|41:41.2|50.13238998|-117.4808771|44.13|21|41.73|14.38|31.33|54.13|336.302|49.12|20.932|0.015|0.042|0.026
587|41:51.7|50.30720522|-116.4960197|44.33|20.92|41.58|14.63|31.87|54.39|335.607|48.539|21.431|0.013|0.041|0.027
588|42:02.3|50.47296181|-115.5031535|44.73|20.62|41.23|14.54|32.16|54.27|335.829|48.362|21.041|0.02|0.042|0.027
589|42:12.8|50.62934095|-114.503785|44.04|20.76|40.94|14.51|32.37|54.17|335.553|47.386|23.032|0.019|0.042|0.026
590|42:23.4|50.77633649|-113.4976086|44.04|19.97|40.66|14.55|32.6|54.11|335.072|48.196|23.862|0.018|0.04|0.028
591|42:34.0|50.91390544|-112.4844575|44.01|20.37|40.49|14.26|32.8|54.02|335.038|48.599|24.696|0.021|0.041|0.026
592|42:44.5|51.04161183|-111.4673172|44.27|21.22|40.27|14.67|33.17|54.20|334.42|49.365|26.133|0.014|0.042|0.027
593|42:55.1|51.15994634|-110.4418102|44.27|20.93|39.79|14.29|33.67|54.05|335.271|48.588|25.902|0.02|0.039|0.029
594|43:05.6|51.26823272|-109.4133557|43.93|18.39|39.42|14.36|33.63|53.77|335.312|48.218|26.928|0.014|0.041|0.027
595|43:16.2|51.36674567|-108.3791632|44.57|21.06|39.26|14.09|32.95|53.16|336.03|47.91|26.994|0.013|0.042|0.027
596|43:26.7|51.45523066|-107.3415338|44.66|20.83|39.1|13.71|32.35|52.57|335.114|47.395|27.031|0.016|0.042|0.028
597|43:37.3|51.53385233|-106.2979862|44.27|21.29|38.92|13.59|32.59|52.55|335.251|46.607|27.407|0.015|0.042|0.026
598|43:47.8|51.60226971|-105.252617|44.84|23.06|38.63|13.6|32.95|52.56|335.058|46.874|26.29|0.02|0.041|0.026
599|43:58.4|51.6605846|-104.2037834|44.93|21.55|38.29|13.52|33.28|52.50|334.655|47.381|26.04|0.02|0.041|0.028
600|44:08.9|51.70877056|-103.1511495|44.2|21.42|38.02|13.45|33.6|52.49|334.028|45.591|27.153|0.014|0.041|0.027
